FieldSampleID,Block,Depth_val,Depth_incr,N_Treat,Treat_ID,Treat_Explan,Till_Status,Year,Bulk_dens,Tot_N,Tot_C,OC,IC
GGRS_305LOb_2030,3,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.3,0.12,0.79,0.79,0
GGRS_306HIa_0010,3,10,1,High,1,TillFal/SW/TillFal/WW,Till,2002,1.36,0.13,1.11,0.89,0.22
GGRS_306HIa_1020,3,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2002,1.38,0.12,0.96,0.95,0.01
GGRS_306HIa_2030,3,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2002,1.45,0.1,0.7,0.7,0
GGRS_306HIb_0010,3,10,1,High,1,TillFal/SW/TillFal/WW,Till,2002,1.45,0.14,1.12,1.11,0.01
GGRS_306HIb_1020,3,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2002,1.27,0.11,0.92,0.89,0.02
GGRS_306HIb_2030,3,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2002,1.39,0.11,0.79,0.79,0
GGRS_306LOa_0010,3,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.37,0.13,1.11,1.07,0.04
GGRS_306LOa_1020,3,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.32,0.13,1.04,1.02,0.01
GGRS_306LOa_2030,3,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.45,0.1,0.75,0.75,0
GGRS_306LOb_0010,3,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.37,0.13,1.03,1.01,0.01
GGRS_306LOb_1020,3,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.29,0.12,0.97,0.95,0.01
GGRS_306LOb_2030,3,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.3,0.11,0.77,0.75,0.03
GGRS_307HIa_0010,3,10,1,High,3,SW/SW/WW/WW,No Till,2002,1.37,0.12,1.18,1.15,0.03
GGRS_307HIa_1020,3,1020,2,High,3,SW/SW/WW/WW,No Till,2002,1.41,0.12,1.07,1.05,0.02
GGRS_307HIa_2030,3,2030,3,High,3,SW/SW/WW/WW,No Till,2002,1.41,0.09,0.81,0.8,0.01
GGRS_307HIb_0010,3,10,1,High,3,SW/SW/WW/WW,No Till,2002,1.52,0.14,1.18,1.15,0.04
GGRS_307HIb_1020,3,1020,2,High,3,SW/SW/WW/WW,No Till,2002,1.3,0.14,1,0.97,0.03
GGRS_307HIb_2030,3,2030,3,High,3,SW/SW/WW/WW,No Till,2002,1.47,0.1,0.78,0.78,0
GGRS_307LOa_0010,3,10,1,Low,3,SW/SW/WW/WW,No Till,2002,1.39,0.13,1.21,1.21,0
GGRS_307LOa_1020,3,1020,2,Low,3,SW/SW/WW/WW,No Till,2002,1.35,0.13,1.02,0.99,0.03
GGRS_307LOa_2030,3,2030,3,Low,3,SW/SW/WW/WW,No Till,2002,1.45,0.1,0.77,0.77,0
GGRS_307LOb_0010,3,10,1,Low,3,SW/SW/WW/WW,No Till,2002,1.32,0.12,1.05,1.05,0
GGRS_307LOb_1020,3,1020,2,Low,3,SW/SW/WW/WW,No Till,2002,1.29,0.13,0.95,0.94,0.01
GGRS_307LOb_2030,3,2030,3,Low,3,SW/SW/WW/WW,No Till,2002,1.54,0.1,0.78,0.78,0
GGRS_308HIa_0010,3,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.52,0.13,1.17,1.16,0.01
GGRS_308HIa_1020,3,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.6,0.14,1.08,1.06,0.02
GGRS_308HIa_2030,3,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.26,0.11,0.88,0.88,0
GGRS_308HIb_0010,3,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.31,0.12,1.09,1.08,0.01
GGRS_308HIb_1020,3,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.48,0.14,1.03,1.01,0.02
GGRS_308HIb_2030,3,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.22,0.14,0.84,0.84,0
GGRS_308LOa_0010,3,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.36,0.13,1.23,1.2,0.03
GGRS_308LOa_1020,3,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.44,0.15,1.08,1.08,0
GGRS_308LOa_2030,3,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.4,0.12,0.8,0.8,0
GGRS_308LOb_0010,3,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.48,0.12,1.1,1.09,0.01
GGRS_308LOb_1020,3,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.53,0.13,1.05,1.05,0
GGRS_308LOb_2030,3,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.33,0.08,0.81,0.81,0
GGRS_309HIa_0010,3,10,1,High,4,Flax/SW/WCan/WW,No Till,2002,1.4,0.12,1.22,1.21,0
GGRS_309HIa_1020,3,1020,2,High,4,Flax/SW/WCan/WW,No Till,2002,1.26,0.13,1.1,1.08,0.02
GGRS_309HIa_2030,3,2030,3,High,4,Flax/SW/WCan/WW,No Till,2002,1.41,0.1,0.79,0.79,0
GGRS_309HIb_0010,3,10,1,High,4,Flax/SW/WCan/WW,No Till,2002,1.48,0.12,1.13,1.12,0.01
GGRS_309HIb_1020,3,1020,2,High,4,Flax/SW/WCan/WW,No Till,2002,1.26,0.12,0.9,0.9,0
GGRS_309HIb_2030,3,2030,3,High,4,Flax/SW/WCan/WW,No Till,2002,1.47,0.1,0.78,0.78,0
GGRS_309LOa_0010,3,10,1,Low,4,Flax/SW/WCan/WW,No Till,2002,1.51,0.13,1.25,1.23,0.02
GGRS_309LOa_1020,3,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2002,1.35,0.13,1.13,1.13,0
GGRS_309LOa_2030,3,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2002,1.45,0.09,0.78,0.76,0.02
GGRS_309LOb_0010,3,10,1,Low,4,Flax/SW/WCan/WW,No Till,2002,1.51,0.13,1.09,1.08,0.01
GGRS_309LOb_1020,3,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2002,1.23,0.13,1.03,1.02,0.02
GGRS_309LOb_2030,3,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2002,1.34,0.11,0.89,0.89,0
GGRS_401HIa_0010,4,10,1,High,1,TillFal/SW/TillFal/WW,Till,2002,1.48,0.14,1.12,0.99,0.12
GGRS_401HIa_1020,4,1020,2,High,1,TillFal/SW/TillFal/WW,No Till,2002,1.29,0.14,1.13,1.05,0.08
GGRS_401HIa_2030,4,2030,3,High,1,TillFal/SW/TillFal/WW,No Till,2002,1.37,0.08,1.07,0.73,0.34
GGRS_401HIb_0010,4,10,1,High,1,TillFal/SW/TillFal/WW,No Till,2002,1.53,0.12,1.71,0.93,0.77
GGRS_401HIb_1020,4,1020,2,High,1,TillFal/SW/TillFal/WW,No Till,2002,1.34,0.13,1.71,0.97,0.75
GGRS_401HIb_2030,4,2030,3,High,1,TillFal/SW/TillFal/WW,No Till,2002,1.27,0.08,2.32,0.77,1.55
GGRS_401LOa_0010,4,10,1,Low,1,TillFal/SW/TillFal/WW,No Till,2002,1.45,0.13,1.24,1.05,0.19
GGRS_401LOa_1020,4,1020,2,Low,1,TillFal/SW/TillFal/WW,No Till,2002,1.32,0.14,1.17,1.01,0.16
GGRS_401LOa_2030,4,2030,3,Low,1,TillFal/SW/TillFal/WW,No Till,2002,1.26,0.09,1.59,0.77,0.81
GGRS_401LOb_0010,4,10,1,Low,1,TillFal/SW/TillFal/WW,No Till,2002,1.4,0.14,1.75,0.94,0.81
GGRS_401LOb_1020,4,1020,2,Low,1,TillFal/SW/TillFal/WW,No Till,2002,1.29,0.13,1.73,0.98,0.76
GGRS_401LOb_2030,4,2030,3,Low,1,TillFal/SW/TillFal/WW,No Till,2002,1.31,0.09,2.25,0.72,1.53
GGRS_402HIa_0010,4,10,1,High,5,SP/SW/WP/WW,No Till,2002,1.32,0.11,1.04,0.98,0.06
GGRS_402HIa_1020,4,1020,2,High,5,SP/SW/WP/WW,No Till,2002,1.3,0.13,0.94,0.89,0.05
GGRS_402HIa_2030,4,2030,3,High,5,SP/SW/WP/WW,No Till,2002,1.24,0.08,0.87,0.79,0.09
GGRS_402HIb_0010,4,10,1,High,5,SP/SW/WP/WW,No Till,2002,1.3,0.1,1.76,0.95,0.8
GGRS_402HIb_1020,4,1020,2,High,5,SP/SW/WP/WW,No Till,2002,1.46,0.11,1.62,0.84,0.78
GGRS_402HIb_2030,4,2030,3,High,5,SP/SW/WP/WW,No Till,2002,1.28,0.08,2.15,0.63,1.53
GGRS_402LOa_0010,4,10,1,Low,5,SP/SW/WP/WW,No Till,2002,1.27,0.11,0.99,0.95,0.04
GGRS_402LOa_1020,4,1020,2,Low,5,SP/SW/WP/WW,No Till,2002,1.32,0.14,0.97,0.92,0.05
GGRS_402LOa_2030,4,2030,3,Low,5,SP/SW/WP/WW,No Till,2002,1.33,0.09,1.78,0.69,1.09
GGRS_402LOb_0010,4,10,1,Low,5,SP/SW/WP/WW,No Till,2002,1.37,0.11,1.66,0.9,0.76
GGRS_402LOb_1020,4,1020,2,Low,5,SP/SW/WP/WW,No Till,2002,1.42,0.11,1.69,0.8,0.89
GGRS_402LOb_2030,4,2030,3,Low,5,SP/SW/WP/WW,No Till,2002,1.31,0.08,2.83,0.58,2.25
GGRS_403HIa_0010,4,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.52,0.11,1.05,0.92,0.14
GGRS_403HIa_1020,4,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.44,0.1,0.99,0.88,0.11
GGRS_403HIa_2030,4,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.13,0.14,2.18,0.62,1.56
GGRS_403HIb_0010,4,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.2,0.09,1.56,0.88,0.68
GGRS_403HIb_1020,4,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.53,0.1,1.49,0.83,0.67
GGRS_403HIb_2030,4,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.26,0.12,2.06,0.55,1.51
GGRS_403LOa_0010,4,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.35,0.09,1.04,0.92,0.11
GGRS_403LOa_1020,4,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.61,0.11,1.01,0.87,0.14
GGRS_403LOa_2030,4,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.2,0.11,2.27,0.48,1.79
GGRS_403LOb_0010,4,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.32,0.09,1.39,0.91,0.49
GGRS_403LOb_1020,4,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.61,0.11,1.32,0.82,0.49
GGRS_403LOb_2030,4,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.37,0.12,1.86,0.62,1.24
GGRS_404HIa_0010,4,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.38,0.11,0.94,0.91,0.02
GGRS_404HIa_1020,4,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.3,0.11,0.94,0.81,0.13
GGRS_404HIa_2030,4,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.49,0.08,1.47,0.66,0.82
GGRS_404HIb_0010,4,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.4,0.12,1.17,0.94,0.23
GGRS_404HIb_1020,4,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.27,0.12,1.04,0.86,0.19
GGRS_404HIb_2030,4,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.17,0.08,2,0.56,1.44
GGRS_404LOa_0010,4,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.37,0.12,0.94,0.91,0.04
GGRS_404LOa_1020,4,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.36,0.13,0.94,0.91,0.03
GGRS_404LOa_2030,4,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.25,0.1,1.02,0.8,0.21
GGRS_404LOb_0010,4,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.36,0.13,1.12,0.93,0.19
GGRS_404LOb_1020,4,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.23,0.1,1.07,0.86,0.21
GGRS_404LOb_2030,4,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.33,0.1,1.6,0.74,0.87
GGRS_405HIa_0010,4,10,1,High,4,Flax/SW/WCan/WW,No Till,2002,1.47,0.11,0.96,0.94,0.02
GGRS_405HIa_1020,4,1020,2,High,4,Flax/SW/WCan/WW,No Till,2002,1.22,0.12,0.93,0.91,0.01
GGRS_405HIa_2030,4,2030,3,High,4,Flax/SW/WCan/WW,No Till,2002,1.28,0.1,0.74,0.74,0
GGRS_405HIb_0010,4,10,1,High,4,Flax/SW/WCan/WW,No Till,2002,1.43,0.14,1.14,1.05,0.09
GGRS_405HIb_1020,4,1020,2,High,4,Flax/SW/WCan/WW,No Till,2002,1.23,0.13,1.14,0.93,0.21
GGRS_405HIb_2030,4,2030,3,High,4,Flax/SW/WCan/WW,No Till,2002,1.41,0.09,1.72,0.58,1.14
GGRS_405LOa_0010,4,10,1,Low,4,Flax/SW/WCan/WW,No Till,2002,1.53,0.13,1.03,1.01,0.01
GGRS_405LOa_1020,4,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2002,1.39,0.14,0.91,0.9,0.01
GGRS_405LOa_2030,4,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2002,1.46,0.1,0.8,0.77,0.03
GGRS_405LOb_0010,4,10,1,Low,4,Flax/SW/WCan/WW,No Till,2002,1.65,0.12,1.1,0.91,0.19
GGRS_405LOb_1020,4,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2002,1.15,0.15,1.07,0.93,0.14
GGRS_405LOb_2030,4,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2002,1.57,0.09,2.24,0.61,1.63
GGRS_407HIa_0010,4,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.36,0.12,0.96,0.96,0
GGRS_407HIa_1020,4,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.52,0.1,0.99,0.96,0.03
GGRS_407HIa_2030,4,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.34,0.1,1.01,0.98,0.03
GGRS_407HIb_0010,4,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.25,0.1,1.17,0.91,0.26
GGRS_407HIb_1020,4,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.37,0.09,1.05,0.88,0.17
GGRS_407HIb_2030,4,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.28,0.08,1.88,0.63,1.25
GGRS_407LOa_0010,4,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.26,0.12,1,0.98,0.01
GGRS_407LOa_1020,4,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.26,0.1,0.95,0.93,0.02
GGRS_407LOa_2030,4,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.2,0.11,0.88,0.77,0.11
GGRS_407LOb_0010,4,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.34,0.11,1.14,0.99,0.15
GGRS_407LOb_1020,4,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.44,0.09,0.93,0.82,0.11
GGRS_407LOb_2030,4,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.42,0.1,1.71,0.65,1.07
GGRS_408HIa_0010,4,10,1,High,3,SW/SW/WW/WW,No Till,2002,1.43,0.13,1.01,1,0.01
GGRS_408HIa_1020,4,1020,2,High,3,SW/SW/WW/WW,No Till,2002,1.51,0.12,0.9,0.89,0.02
GGRS_408HIa_2030,4,2030,3,High,3,SW/SW/WW/WW,No Till,2002,1.43,0.09,0.81,0.76,0.05
GGRS_408HIb_0010,4,10,1,High,3,SW/SW/WW/WW,No Till,2002,1.55,0.11,0.96,0.87,0.08
GGRS_408HIb_1020,4,1020,2,High,3,SW/SW/WW/WW,No Till,2002,1.26,0.11,0.93,0.89,0.04
GGRS_408HIb_2030,4,2030,3,High,3,SW/SW/WW/WW,No Till,2002,1.27,0.08,1.24,0.64,0.6
GGRS_408LOa_0010,4,10,1,Low,3,SW/SW/WW/WW,No Till,2002,1.53,0.13,1.14,1.13,0.01
GGRS_408LOa_1020,4,1020,2,Low,3,SW/SW/WW/WW,No Till,2002,1.22,0.11,0.97,0.95,0.02
GGRS_408LOa_2030,4,2030,3,Low,3,SW/SW/WW/WW,No Till,2002,1.57,0.09,0.9,0.74,0.16
GGRS_408LOb_0010,4,10,1,Low,3,SW/SW/WW/WW,No Till,2002,1.51,0.11,0.99,0.91,0.08
GGRS_408LOb_1020,4,1020,2,Low,3,SW/SW/WW/WW,No Till,2002,1.24,0.11,0.95,0.89,0.05
GGRS_408LOb_2030,4,2030,3,Low,3,SW/SW/WW/WW,No Till,2002,1.21,0.08,1.29,0.64,0.65
GGRS_409HIa_0010,4,10,1,High,9,SP/SW/WP/WW,No Till,2002,1.45,0.13,0.97,0.95,0.02
GGRS_409HIa_1020,4,1020,2,High,9,SP/SW/WP/WW,No Till,2002,1.51,0.12,0.96,0.95,0.02
GGRS_409HIa_2030,4,2030,3,High,9,SP/SW/WP/WW,No Till,2002,1.37,0.1,0.78,0.76,0.02
GGRS_409HIb_0010,4,10,1,High,9,SP/SW/WP/WW,No Till,2002,1.4,0.13,1,0.95,0.05
GGRS_409HIb_1020,4,1020,2,High,9,SP/SW/WP/WW,No Till,2002,1.47,0.11,0.9,0.86,0.04
GGRS_409HIb_2030,4,2030,3,High,9,SP/SW/WP/WW,No Till,2002,1.31,0.09,1.29,0.73,0.56
GGRS_409LOa_0010,4,10,1,Low,9,SP/SW/WP/WW,No Till,2002,1.33,0.11,1.08,1.07,0.01
GGRS_409LOa_1020,4,1020,2,Low,9,SP/SW/WP/WW,No Till,2002,1.43,0.12,0.96,0.95,0.01
GGRS_409LOa_2030,4,2030,3,Low,9,SP/SW/WP/WW,No Till,2002,1.16,0.08,1,0.89,0.11
GGRS_409LOb_0010,4,10,1,Low,9,SP/SW/WP/WW,No Till,2002,1.28,0.1,1.05,1.03,0.02
GGRS_409LOb_1020,4,1020,2,Low,9,SP/SW/WP/WW,No Till,2002,1.47,0.1,0.89,0.88,0.01
GGRS_409LOb_2030,4,2030,3,Low,9,SP/SW/WP/WW,No Till,2002,1.03,0.07,1.93,0.72,1.21
