FieldSampleID,Block,Depth_val,Depth_incr,N_Treat,Treat_ID,Treat_Explan,Till_Status,Year,Bulk_dens,Tot_N,Tot_C,OC,IC
GGRS_408LOa_1020,4,1020,2,Low,3,SW/SW/WW/WW,No Till,2016,1.33,0.09,0.84,0.91,-0.08
GGRS_408LOa_2030,4,2030,3,Low,3,SW/SW/WW/WW,No Till,2016,1.33,0.09,0.81,0.77,0.04
GGRS_408LOb_0010,4,10,1,Low,3,SW/SW/WW/WW,No Till,2016,1.32,0.14,1.37,1.2,0.17
GGRS_408LOb_1020,4,1020,2,Low,3,SW/SW/WW/WW,No Till,2016,1.35,0.08,0.78,0.82,-0.04
GGRS_408LOb_2030,4,2030,3,Low,3,SW/SW/WW/WW,No Till,2016,1.27,0.08,1.41,0.65,0.76
GGRS_409HIa_0010,4,10,1,High,9,SP/SW/WP/WW,No Till,2016,1.23,0.15,1.51,1.53,-0.02
GGRS_409HIa_1020,4,1020,2,High,9,SP/SW/WP/WW,No Till,2016,1.33,0.10,0.91,0.90,0.01
GGRS_409HIa_2030,4,2030,3,High,9,SP/SW/WP/WW,No Till,2016,1.56,0.08,0.77,0.76,0.01
GGRS_409HIb_0010,4,10,1,High,9,SP/SW/WP/WW,No Till,2016,1.33,0.16,1.64,1.56,0.07
GGRS_409HIb_1020,4,1020,2,High,9,SP/SW/WP/WW,No Till,2016,1.38,0.1,0.84,0.89,-0.06
GGRS_409HIb_2030,4,2030,3,High,9,SP/SW/WP/WW,No Till,2016,1.35,0.08,1.3,0.73,0.56
GGRS_409LOa_0010,4,10,1,Low,9,SP/SW/WP/WW,No Till,2016,1.35,0.18,1.99,1.96,0.03
GGRS_409LOa_1020,4,1020,2,Low,9,SP/SW/WP/WW,No Till,2016,1.34,0.11,0.96,0.92,0.04
GGRS_409LOa_2030,4,2030,3,Low,9,SP/SW/WP/WW,No Till,2016,1.28,0.09,0.82,0.83,0
GGRS_409LOb_0010,4,10,1,Low,9,SP/SW/WP/WW,No Till,2016,1.36,0.19,2.09,2.08,0.01
GGRS_409LOb_1020,4,1020,2,Low,9,SP/SW/WP/WW,No Till,2016,1.37,0.11,0.78,0.85,-0.07
GGRS_409LOb_2030,4,2030,3,Low,9,SP/SW/WP/WW,No Till,2016,1.48,0.07,1.55,0.67,0.88
GGRS_101HIa_0010,1,10,1,High,5,SP/SW/WP/WW,No Till,2012,1.12,0.14,1.37,1.33,0.03
GGRS_101HIa_1020,1,1020,2,High,5,SP/SW/WP/WW,No Till,2012,1.4,0.12,1.11,1.1,0.01
GGRS_101HIa_2030,1,2030,3,High,5,SP/SW/WP/WW,No Till,2012,1.44,0.09,0.84,0.79,0.04
GGRS_101HIb_0010,1,10,1,High,5,SP/SW/WP/WW,No Till,2012,1.25,0.12,1.16,1.07,0.09
GGRS_101HIb_1020,1,1020,2,High,5,SP/SW/WP/WW,No Till,2012,1.35,0.11,1.04,0.95,0.1
GGRS_101HIb_2030,1,2030,3,High,5,SP/SW/WP/WW,No Till,2012,1.46,0.09,0.87,0.77,0.1
GGRS_101LOa_0010,1,10,1,Low,5,SP/SW/WP/WW,No Till,2012,1.14,0.15,1.41,1.38,0.03
GGRS_101LOa_1020,1,1020,2,Low,5,SP/SW/WP/WW,No Till,2012,1.3,0.11,1.12,1.08,0.03
GGRS_101LOa_2030,1,2030,3,Low,5,SP/SW/WP/WW,No Till,2012,1.39,0.1,0.86,0.81,0.05
GGRS_101LOb_0010,1,10,1,Low,5,SP/SW/WP/WW,No Till,2012,1.28,0.13,1.15,1.14,0.01
GGRS_101LOb_1020,1,1020,2,Low,5,SP/SW/WP/WW,No Till,2012,1.28,0.11,0.99,0.96,0.03
GGRS_101LOb_2030,1,2030,3,Low,5,SP/SW/WP/WW,No Till,2012,1.41,0.07,0.73,0.69,0.04
GGRS_102HIa_0010,1,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.14,0.14,1.4,1.36,0.04
GGRS_102HIa_1020,1,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.24,0.15,1.47,1.45,0.02
GGRS_102HIa_2030,1,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.46,0.12,1.15,1.14,0.01
GGRS_102HIb_0010,1,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.46,0.11,1.13,1.12,0.01
GGRS_102HIb_1020,1,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.48,0.11,0.95,0.91,0.04
GGRS_102HIb_2030,1,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.3,0.09,1.03,0.83,0.2
GGRS_102LOa_0010,1,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.28,0.13,1.26,1.24,0.02
GGRS_102LOa_1020,1,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.28,0.14,1.3,1.28,0.02
GGRS_102LOa_2030,1,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.44,0.12,1.06,1.06,0
GGRS_102LOb_0010,1,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.39,0.11,1.02,1.01,0.01
GGRS_102LOb_1020,1,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.44,0.09,0.8,0.79,0.01
GGRS_102LOb_2030,1,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.4,0.07,0.78,0.76,0.03
GGRS_104HIa_0010,1,10,1,High,1,TillFal/SW/TillFal/WW,Till,2012,0.97,0.13,1.19,1.18,0.01
GGRS_104HIa_1020,1,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2012,1.21,0.11,1.07,1.06,0.01
GGRS_104HIa_2030,1,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2012,1.48,0.09,0.95,0.74,0.21
GGRS_104HIb_0010,1,10,1,High,1,TillFal/SW/TillFal/WW,Till,2012,1,0.12,1.2,1.18,0.01
GGRS_104HIb_1020,1,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2012,1.32,0.11,1.05,1.04,0.02
GGRS_104HIb_2030,1,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2012,1.38,0.08,1.5,0.73,0.77
GGRS_104LOa_0010,1,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.11,0.14,1.3,1.29,0.01
GGRS_104LOa_1020,1,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.39,0.11,1.04,1.03,0.01
GGRS_104LOa_2030,1,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.44,0.08,0.81,0.75,0.06
GGRS_104LOb_0010,1,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.19,0.13,1.21,1.19,0.02
GGRS_104LOb_1020,1,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.41,0.11,1,0.98,0.02
GGRS_104LOb_2030,1,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.36,0.09,1.31,0.65,0.66
GGRS_105LOa_0010,1,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.2,0.13,1.14,1.13,0.01
GGRS_105LOa_1020,1,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.38,0.11,1.02,1.01,0.01
GGRS_105LOa_2030,1,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.5,0.08,1.38,0.81,0.57
GGRS_105LOb_0010,1,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.24,0.13,1.14,1.11,0.03
GGRS_105LOb_1020,1,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.36,0.1,1,0.98,0.02
GGRS_105LOb_2030,1,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.52,0.09,1.21,0.72,0.49
GGRS_105HIa_0010,1,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.14,0.14,1.24,1.23,0.01
GGRS_105HIa_1020,1,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.48,0.1,1.02,1,0.01
GGRS_105HIa_2030,1,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.43,0.09,1.08,0.94,0.14
GGRS_105HIb_0010,1,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.28,0.14,1.23,1.21,0.02
GGRS_105HIb_1020,1,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.44,0.1,1.28,0.76,0.51
GGRS_105HIb_2030,1,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.3,0.09,0.94,0.91,0.03
GGRS_106LOa_0010,1,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.29,0.14,1.24,1.23,0.01
GGRS_106LOa_1020,1,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.46,0.11,1.04,1.03,0.01
GGRS_106LOa_2030,1,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.34,0.09,0.73,0.66,0.07
GGRS_106LOb_0010,1,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.35,0.14,1.19,1.18,0.01
GGRS_106LOb_1020,1,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.32,0.11,1.03,1.01,0.02
GGRS_106LOb_2030,1,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.33,0.07,1.2,0.65,0.54
GGRS_106HIa_0010,1,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.18,0.14,1.42,1.4,0.03
GGRS_106HIa_1020,1,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.28,0.12,1.08,1.07,0.01
GGRS_106HIa_2030,1,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.5,0.09,0.84,0.78,0.05
GGRS_106HIb_0010,1,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.19,0.13,1.17,1.14,0.02
GGRS_106HIb_1020,1,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.39,0.12,1.04,1.02,0.02
GGRS_106HIb_2030,1,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.45,0.08,1.12,0.71,0.41
GGRS_107LOa_0010,1,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.22,0.14,1.35,1.33,0.02
GGRS_107LOa_1020,1,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.35,0.12,1.04,1.02,0.02
GGRS_107LOa_2030,1,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.5,0.08,0.82,0.76,0.06
GGRS_107LOb_0010,1,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.23,0.13,1.22,1.2,0.02
GGRS_107LOb_1020,1,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.17,0.11,1.01,1,0.02
GGRS_107LOb_2030,1,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.66,0.09,0.85,0.79,0.07
GGRS_107HIa_0010,1,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.11,0.13,1.25,1.24,0.01
GGRS_107HIa_1020,1,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.27,0.11,1.06,1.05,0.01
GGRS_107HIa_2030,1,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.54,0.09,0.77,0.77,0
GGRS_107HIb_0010,1,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.23,0.14,1.22,1.2,0.02
GGRS_107HIb_1020,1,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.4,0.12,1.06,1.03,0.03
GGRS_107HIb_2030,1,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.35,0.09,1.41,0.72,0.69
GGRS_108HIa_0010,1,10,1,High,4,Flax/SW/WCan/WW,No Till,2012,1.2,0.14,1.34,1.32,0.03
GGRS_108HIa_1020,1,1020,2,High,4,Flax/SW/WCan/WW,No Till,2012,1.28,0.11,1.12,1.11,0.01
GGRS_108HIa_2030,1,2030,3,High,4,Flax/SW/WCan/WW,No Till,2012,1.32,0.08,0.89,0.77,0.12
GGRS_108HIb_0010,1,10,1,High,4,Flax/SW/WCan/WW,No Till,2012,1.23,0.13,1.3,1.27,0.03
GGRS_108HIb_1020,1,1020,2,High,4,Flax/SW/WCan/WW,No Till,2012,1.23,0.13,1.09,1.07,0.02
GGRS_108HIb_2030,1,2030,3,High,4,Flax/SW/WCan/WW,No Till,2012,1.42,0.09,0.94,0.8,0.14
GGRS_108LOa_0010,1,10,1,Low,4,Flax/SW/WCan/WW,No Till,2012,1.16,0.15,1.59,1.56,0.03
GGRS_108LOa_1020,1,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2012,1.37,0.12,1.07,1.05,0.01
GGRS_108LOa_2030,1,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2012,1.43,0.1,0.86,0.83,0.03
GGRS_108LOb_0010,1,10,1,Low,4,Flax/SW/WCan/WW,No Till,2012,1.22,0.14,1.34,1.32,0.02
GGRS_108LOb_1020,1,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2012,1.32,0.13,1.13,1.13,0.01
GGRS_108LOb_2030,1,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2012,1.36,0.09,0.86,0.79,0.07
GGRS_109HIa_0010,1,10,1,High,3,SW/SW/WW/WW,No Till,2012,0.97,0.14,1.56,1.53,0.03
GGRS_109HIa_1020,1,1020,2,High,3,SW/SW/WW/WW,No Till,2012,1.28,0.11,1.09,1.07,0.02
GGRS_109HIa_2030,1,2030,3,High,3,SW/SW/WW/WW,No Till,2012,1.47,0.09,0.81,0.78,0.03
GGRS_109HIb_0010,1,10,1,High,3,SW/SW/WW/WW,No Till,2012,1.19,0.12,1.22,1.2,0.01
GGRS_109HIb_1020,1,1020,2,High,3,SW/SW/WW/WW,No Till,2012,1.37,0.13,1.03,1.02,0.02
GGRS_109HIb_2030,1,2030,3,High,3,SW/SW/WW/WW,No Till,2012,1.48,0.09,1.07,0.74,0.33
GGRS_109LOa_0010,1,10,1,Low,3,SW/SW/WW/WW,No Till,2012,1.1,0.16,1.7,1.67,0.03
GGRS_109LOa_1020,1,1020,2,Low,3,SW/SW/WW/WW,No Till,2012,1.28,0.13,1.19,1.17,0.02
GGRS_109LOa_2030,1,2030,3,Low,3,SW/SW/WW/WW,No Till,2012,1.43,0.1,0.94,0.88,0.05
GGRS_109LOb_0010,1,10,1,Low,3,SW/SW/WW/WW,No Till,2012,1.18,0.14,1.41,1.38,0.02
GGRS_109LOb_1020,1,1020,2,Low,3,SW/SW/WW/WW,No Till,2012,1.38,0.11,1.01,0.99,0.02
GGRS_109LOb_2030,1,2030,3,Low,3,SW/SW/WW/WW,No Till,2012,1.4,0.09,1.01,0.79,0.22
GGRS_201LOa_0010,2,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.23,0.13,2.12,1.19,0.94
GGRS_201LOa_1020,2,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.24,0.13,1.95,1.21,0.74
GGRS_201LOa_2030,2,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.33,0.1,1.65,0.79,0.86
GGRS_201LOb_0010,2,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.38,0.11,1.57,0.83,0.74
GGRS_201LOb_1020,2,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.51,0.09,2.29,0.66,1.63
GGRS_201LOb_2030,2,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.34,0.09,1.88,0.79,1.09
GGRS_201LOa_0010,2,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.26,0.11,2.28,1.03,1.25
GGRS_201LOa_1020,2,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.17,0.12,2.03,1.1,0.93
GGRS_201LOa_2030,2,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.41,0.1,1.97,0.83,1.13
GGRS_201LOb_0010,2,10,1,Low,9,SP/SW/WP/WW,No Till,2012,1.47,0.11,1.67,0.74,0.93
GGRS_201LOb_1020,2,1020,2,Low,9,SP/SW/WP/WW,No Till,2012,1.32,0.08,2.34,0.64,1.7
GGRS_201LOb_2030,2,2030,3,Low,9,SP/SW/WP/WW,No Till,2012,1.34,0.08,2.22,0.63,1.59
GGRS_202LOa_0010,2,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.17,0.11,1.32,0.98,0.34
GGRS_202LOa_1020,2,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.43,0.09,1.25,0.82,0.42
GGRS_202LOa_2030,2,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.41,0.11,1.57,0.68,0.89
GGRS_202LOb_0010,2,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.18,0.11,1.55,0.92,0.63
GGRS_202LOb_1020,2,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.53,0.09,1.43,0.79,0.64
GGRS_202HIb_2030,2,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2012,1.36,0.09,1.84,0.59,1.25
GGRS_202HIa_0010,2,10,1,High,1,TillFal/SW/TillFal/WW,Till,2012,1.13,0.12,1.44,1.02,0.41
GGRS_202HIa_1020,2,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2012,1.38,0.1,1.42,0.8,0.62
GGRS_202HIa_2030,2,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2012,1.45,0.08,1.82,0.6,1.22
GGRS_202HIb_0010,2,10,1,High,1,TillFal/SW/TillFal/WW,Till,2012,1.16,0.11,1.7,1.02,0.68
GGRS_202HIb_1020,2,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2012,1.48,0.09,1.58,0.73,0.85
GGRS_202LOb_2030,2,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2012,1.29,0.07,2.25,0.5,1.75
GGRS_203HIa_0010,2,10,1,High,3,SW/SW/WW/WW,No Till,2012,1.13,0.13,1.37,1.21,0.16
GGRS_203HIa_1020,2,1020,2,High,3,SW/SW/WW/WW,No Till,2012,1.45,0.11,1.18,0.91,0.26
GGRS_203HIa_2030,2,2030,3,High,3,SW/SW/WW/WW,No Till,2012,1.41,0.11,1.06,0.82,0.24
GGRS_203HIb_0010,2,10,1,High,3,SW/SW/WW/WW,No Till,2012,1.16,0.12,1.57,1.09,0.48
GGRS_203HIb_1020,2,1020,2,High,3,SW/SW/WW/WW,No Till,2012,1.47,0.11,1.4,0.84,0.56
GGRS_203HIb_2030,2,2030,3,High,3,SW/SW/WW/WW,No Till,2012,1.32,0.1,1.71,0.69,1.03
GGRS_203LOa_0010,2,10,1,Low,3,SW/SW/WW/WW,No Till,2012,1.15,0.13,1.42,1.37,0.05
GGRS_203LOa_1020,2,1020,2,Low,3,SW/SW/WW/WW,No Till,2012,1.47,0.1,1.06,0.94,0.12
GGRS_203LOa_2030,2,2030,3,Low,3,SW/SW/WW/WW,No Till,2012,1.41,0.11,0.82,0.75,0.07
GGRS_203LOb_0010,2,10,1,Low,3,SW/SW/WW/WW,No Till,2012,1.06,0.13,1.6,1.21,0.39
GGRS_203LOb_1020,2,1020,2,Low,3,SW/SW/WW/WW,No Till,2012,1.55,0.11,1.37,0.84,0.53
GGRS_203LOb_2030,2,2030,3,Low,3,SW/SW/WW/WW,No Till,2012,1.42,0.1,1.76,0.78,0.98
GGRS_204HIa_0010,2,10,1,High,4,Flax/SW/WCan/WW,No Till,2012,1.22,0.12,1.17,1.14,0.03
GGRS_204HIa_1020,2,1020,2,High,4,Flax/SW/WCan/WW,No Till,2012,1.33,0.11,0.97,0.92,0.04
GGRS_204HIa_2030,2,2030,3,High,4,Flax/SW/WCan/WW,No Till,2012,1.43,0.11,0.79,0.76,0.03
GGRS_204HIb_0010,2,10,1,High,4,Flax/SW/WCan/WW,No Till,2012,1.21,0.12,1.33,1.13,0.2
GGRS_204HIb_1020,2,1020,2,High,4,Flax/SW/WCan/WW,No Till,2012,1.44,0.12,1.19,0.93,0.26
GGRS_204HIb_2030,2,2030,3,High,4,Flax/SW/WCan/WW,No Till,2012,1.34,0.08,2.12,0.65,1.47
GGRS_204LOa_0010,2,10,1,Low,4,Flax/SW/WCan/WW,No Till,2012,1.3,0.13,1.17,1.15,0.02
GGRS_204LOa_1020,2,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2012,1.38,0.11,0.93,0.91,0.02
GGRS_204LOa_2030,2,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2012,1.32,0.08,0.75,0.71,0.04
GGRS_204LOb_0010,2,10,1,Low,4,Flax/SW/WCan/WW,No Till,2012,1.26,0.13,1.3,1.2,0.1
GGRS_204LOb_1020,2,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2012,1.41,0.11,1.06,0.95,0.11
GGRS_204LOb_2030,2,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2012,1.32,0.09,1.73,0.71,1.01
GGRS_205HIa_0010,2,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.37,0.13,1.24,1.19,0.05
GGRS_205HIa_1020,2,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.53,0.11,0.95,0.92,0.03
GGRS_205HIa_2030,2,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.41,0.09,0.79,0.75,0.04
GGRS_205HIb_0010,2,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.27,0.11,1.1,1.05,0.04
GGRS_205HIb_1020,2,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.45,0.11,0.98,0.94,0.04
GGRS_205HIb_2030,2,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2012,1.38,0.09,0.8,0.79,0.01
GGRS_205LOa_0010,2,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.26,0.12,1.27,1.24,0.03
GGRS_205LOa_1020,2,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.51,0.13,1.08,1.04,0.04
GGRS_205LOa_2030,2,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.3,0.09,0.96,0.76,0.2
GGRS_205LOb_0010,2,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.17,0.13,1.16,1.14,0.02
GGRS_205LOb_1020,2,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.57,0.14,1.02,0.98,0.04
GGRS_205LOb_2030,2,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2012,1.31,0.1,0.8,0.8,0
GGRS_207HIa_0010,2,10,1,High,5,SP/SW/WP/WW,No Till,2012,1.06,0.13,1.53,1.19,0.35
GGRS_207HIa_1020,2,1020,2,High,5,SP/SW/WP/WW,No Till,2012,1.7,0.12,1.4,0.99,0.41
GGRS_207HIa_2030,2,2030,3,High,5,SP/SW/WP/WW,No Till,2012,1.27,0.08,2.31,0.6,1.72
GGRS_207HIb_0010,2,10,1,High,5,SP/SW/WP/WW,No Till,2012,1.06,0.15,1.6,1.5,0.1
GGRS_207HIb_1020,2,1020,2,High,5,SP/SW/WP/WW,No Till,2012,1.46,0.12,1.15,1.08,0.07
GGRS_207HIb_2030,2,2030,3,High,5,SP/SW/WP/WW,No Till,2012,1.34,0.1,1.16,0.86,0.3
GGRS_207LOa_0010,2,10,1,Low,5,SP/SW/WP/WW,No Till,2012,1.1,0.12,1.88,1.16,0.71
GGRS_207LOa_1020,2,1020,2,Low,5,SP/SW/WP/WW,No Till,2012,1.37,0.13,1.51,0.97,0.54
GGRS_207LOa_2030,2,2030,3,Low,5,SP/SW/WP/WW,No Till,2012,1.34,0.09,1.88,0.73,1.16
GGRS_207LOb_0010,2,10,1,Low,5,SP/SW/WP/WW,No Till,2012,1.28,0.14,1.44,1.32,0.13
GGRS_207LOb_1020,2,1020,2,Low,5,SP/SW/WP/WW,No Till,2012,1.29,0.13,1.21,1.03,0.18
GGRS_207LOb_2030,2,2030,3,Low,5,SP/SW/WP/WW,No Till,2012,1.41,0.1,1.5,0.85,0.65
GGRS_208LOa_0010,2,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.28,0.11,1.73,1.05,0.67
GGRS_208LOa_1020,2,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.37,0.11,1.51,0.86,0.65
GGRS_208LOa_2030,2,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.35,0.08,2.07,0.65,1.43
GGRS_208LOb_0010,2,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.33,0.12,1.62,1.06,0.56
GGRS_208LOb_1020,2,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.48,0.12,1.58,0.93,0.66
GGRS_208LOb_2030,2,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2012,1.36,0.09,2.31,0.59,1.72
GGRS_208HIa_0010,2,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.11,0.13,1.62,1.05,0.57
GGRS_208HIa_1020,2,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.49,0.12,1.52,0.93,0.59
GGRS_208HIa_2030,2,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.08,0.09,2.1,0.66,1.44
GGRS_208HIb_0010,2,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.29,0.12,1.57,1.17,0.4
GGRS_208HIb_1020,2,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.38,0.11,1.47,0.98,0.49
GGRS_208HIb_2030,2,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2012,1.41,0.09,2.03,0.7,1.33
GGRS_209HIa_0010,2,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.14,0.11,1.61,1.06,0.54
GGRS_209HIa_1020,2,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.53,0.11,1.48,0.94,0.54
GGRS_209HIa_2030,2,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.43,0.08,2.37,0.6,1.77
GGRS_209HIb_0010,2,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.29,0.12,1.84,1.17,0.67
GGRS_209HIb_1020,2,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.28,0.13,1.79,1.02,0.76
GGRS_209HIb_2030,2,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2012,1.43,0.08,2.22,0.68,1.54
GGRS_209LOa_0010,2,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.16,0.13,1.58,1.05,0.53
GGRS_209LOa_1020,2,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.49,0.12,1.48,0.96,0.52
GGRS_209LOa_2030,2,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.37,0.08,1.75,0.7,1.05
GGRS_209LOb_0010,2,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.31,0.12,1.82,1.13,0.69
GGRS_209LOb_1020,2,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.42,0.11,1.64,0.92,0.72
GGRS_209LOb_2030,2,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2012,1.34,0.08,2.09,0.62,1.47
GGRS_301LOa_0010,3,10,1,Low,5,SP/SW/WP/WW,No Till,2012,1.29,0.13,1.22,1.2,0.02
GGRS_301LOa_1020,3,1020,2,Low,5,SP/SW/WP/WW,No Till,2012,1.42,0.2,1.12,1.1,0.02
GGRS_301LOa_2030,3,2030,3,Low,5,SP/SW/WP/WW,No Till,2012,1.37,0.09,0.76,0.71,0.05
GGRS_301LOb_0010,3,10,1,Low,5,SP/SW/WP/WW,No Till,2012,1.24,0.13,1.3,1.27,0.02
